Bedrooms,Area_sqft,Bathrooms,Location,Parking_spaces,House_age,Price
4.0,4982.553273377485,3.0,Suburban,1.0,14.0,1065444.0944008916
2.0,4579.574948024732,2.0,Suburban,1.0,32.0,852460.8041046985
,1926.151148052252,4.0,Urban,2.0,11.0,610583.4958621007
3.0,3325.775237476861,4.0,Suburban,,89.0,656391.5420159397
1.0,4088.963122417397,2.0,Urban,2.0,71.0,997224.0418455348
,1541.9679618427197,2.0,Urban,0.0,92.0,372272.8988342482
4.0,4316.071483622306,3.0,Rural,2.0,81.0,436537.1748824293
2.0,3626.970681541816,3.0,Suburban,2.0,18.0,787378.394491645
4.0,2244.531176376774,,Rural,0.0,65.0,353877.46879232273
5.0,1899.5112262970613,4.0,Rural,2.0,21.0,244995.67949536143
,4142.884890957988,4.0,,,47.0,874791.4854425703
1.0,1635.3826242773296,,Suburban,3.0,63.0,321871.09631144657
3.0,4898.5345309566555,5.0,Rural,0.0,7.0,699780.3554066183
4.0,1606.1334768776885,2.0,Suburban,2.0,34.0,471233.6327527642
1.0,1039.2305090794086,4.0,Suburban,1.0,66.0,264251.2150844649
4.0,1696.3301149444108,4.0,Rural,3.0,87.0,300141.9007413662
4.0,4781.489129265565,1.0,Rural,1.0,72.0,610553.1354044769
5.0,7319.690027727971,5.0,Rural,0.0,73.0,1415003.9625781965
2.0,1853.838987589648,1.0,Urban,3.0,96.0,401222.256321816
,3331.8446270483128,3.0,Rural,2.0,32.0,544482.4684288792
4.0,3677.0855344881106,2.0,Urban,1.0,,1006911.8869888393
5.0,3498.3809862576786,1.0,Rural,1.0,2.0,399831.8356822576
5.0,1750.559437619905,5.0,Suburban,3.0,85.0,481913.1731980095
2.0,4919.222916571832,1.0,Suburban,0.0,97.0,905031.0213156238
1.0,1170.463351865876,3.0,Suburban,2.0,87.0,206707.4776694525
6.0,1971.70089868318,1.0,Rural,3.0,25.0,326989.0485515045
4.0,4213.088004497518,3.0,Rural,0.0,0.0,702747.0045958122
6.0,1084.684660410656,3.0,Rural,0.0,80.0,273259.8075087085
5.0,512.9656324952657,5.0,Rural,0.0,58.0,201439.71378512535
6.0,633.5070037913292,5.0,Rural,3.0,72.0,134140.8847523209
5.0,2205.6220679859384,4.0,Rural,0.0,51.0,447737.6055796188
4.0,3923.84455031523,1.0,Urban,2.0,36.0,1032975.8395225191
6.0,2070.005337688206,3.0,Rural,3.0,71.0,272739.0207983761
2.0,4297.660756752758,4.0,Rural,1.0,86.0,522552.49261551007
6.0,2650.453016100091,4.0,Rural,3.0,79.0,372822.89330784895
6.0,2508.5855803893896,3.0,Suburban,3.0,94.0,653013.2025881804
1.0,2423.730426605416,2.0,Suburban,2.0,79.0,434534.1742062274
4.0,2238.5700943174197,2.0,Rural,2.0,18.0,284268.61040020204
1.0,3968.512782187459,2.0,Urban,0.0,4.0,1020135.9630189416
6.0,4401.200607583476,5.0,Suburban,3.0,76.0,929259.884166414
6.0,1049.1577345597775,,Suburban,,70.0,317178.91388645227
3.0,1938.5007459824512,4.0,Rural,2.0,6.0,318247.30728989997
1.0,3742.544968899828,1.0,Suburban,,15.0,794451.1456859992
4.0,4878.939866316559,3.0,Urban,2.0,21.0,1241217.2654692808
6.0,578.82195887928,4.0,Urban,3.0,1.0,443159.18634400575
3.0,1486.028657614723,1.0,Rural,3.0,98.0,105951.64995745548
1.0,2743.568597775691,4.0,Suburban,3.0,1.0,629906.2787951083
1.0,500.84779800461854,4.0,Urban,0.0,83.0,76316.3828097886
6.0,1192.06017350614,2.0,Suburban,3.0,86.0,386933.8653126968
6.0,7319.690027727971,,Suburban,2.0,90.0,1415003.9625781965
6.0,2429.9909548746737,3.0,Rural,1.0,69.0,354983.001695073
4.0,3492.4753230699816,1.0,Rural,0.0,83.0,457928.18639273493
3.0,2304.23793112871,4.0,Suburban,1.0,55.0,453575.03021777526
2.0,834.083928447739,5.0,Rural,0.0,82.0,104360.60677502087
2.0,2299.573430618703,1.0,Suburban,3.0,50.0,500829.08371748385
1.0,4271.68482598366,4.0,Suburban,,31.0,893882.4238325586
2.0,1216.7935035926232,4.0,,0.0,82.0,225581.53284505723
1.0,2742.0620022467283,2.0,Rural,2.0,34.0,317773.24417805707
6.0,,5.0,Urban,0.0,67.0,429499.3438833127
2.0,2417.319399317437,1.0,Rural,0.0,51.0,281314.6705604999
1.0,3931.172980139988,3.0,Urban,0.0,17.0,890002.6077494305
1.0,4273.471467062727,5.0,Urban,0.0,83.0,837029.5746232545
5.0,2884.9618531688843,1.0,Rural,1.0,29.0,412777.6360479838
2.0,1816.3179098183384,4.0,Urban,3.0,8.0,686135.469484326
,4853.102800047239,3.0,Suburban,0.0,89.0,928034.700176236
5.0,4220.215969689582,2.0,Rural,1.0,41.0,564880.1024567335
2.0,3978.4402458751406,4.0,Rural,0.0,7.0,596917.3950844303
3.0,3170.685933391706,,Suburban,0.0,99.0,523324.0011324044
3.0,3327.071497084766,4.0,Rural,1.0,15.0,544895.0603755394
4.0,2941.1538607371535,5.0,Urban,,72.0,805950.1656115928
5.0,3830.726159426584,5.0,Suburban,2.0,6.0,946516.3707239948
6.0,1147.1645764166617,2.0,Suburban,,99.0,144532.5454814124
5.0,4243.384009631399,1.0,Urban,3.0,68.0,1172696.815052007
6.0,632.1387159607655,,Suburban,1.0,3.0,393182.1714419035
3.0,2950.2759607215257,4.0,Urban,2.0,96.0,840346.5774631315
1.0,1356.461882685805,4.0,Rural,0.0,51.0,202100.65893679185
4.0,3020.820162687103,2.0,Rural,0.0,79.0,357167.20429172454
2.0,1561.359196146592,4.0,Rural,2.0,99.0,256063.7299033892
2.0,1483.2942545935864,3.0,Suburban,0.0,55.0,267289.7099277366
1.0,1022.1020660667618,4.0,Urban,0.0,24.0,304810.70270455733
1.0,4390.739761797665,3.0,Rural,1.0,,513789.184862749
4.0,4189.090122431274,1.0,Urban,2.0,50.0,1114818.1898091843
3.0,640.0201996281096,5.0,Suburban,2.0,55.0,268565.8933045218
4.0,3238.188856969061,5.0,Suburban,3.0,17.0,814350.8795491674
2.0,4868.339691547617,1.0,Rural,3.0,65.0,584822.1921299242
5.0,2217.2537294024005,4.0,Urban,3.0,46.0,674499.5612282018
5.0,3535.7353381229727,4.0,Rural,0.0,19.0,563081.7914798523
6.0,1046.7292598949443,1.0,Urban,0.0,58.0,312492.8435194685
3.0,2001.2305506306943,1.0,Rural,1.0,78.0,241052.48764003097
5.0,1518.5817245366868,5.0,Rural,1.0,36.0,301816.2016031866
1.0,3796.019293271404,4.0,Suburban,2.0,65.0,679065.606107334
,4099.0149294080975,1.0,Suburban,3.0,73.0,742799.9417507986
5.0,3156.2849432892185,2.0,Urban,2.0,61.0,797409.8812161423
2.0,3872.2570376052154,2.0,Rural,,49.0,533544.4760039325
6.0,2601.3559998362484,1.0,Rural,3.0,49.0,398113.24109565263
6.0,1835.9117355212636,2.0,Rural,3.0,46.0,291498.8072122121
3.0,4299.119160826182,3.0,,1.0,10.0,1164255.5712558865
4.0,4230.57979645471,4.0,Urban,0.0,43.0,1082858.3801017522
6.0,2697.685830423224,4.0,Urban,2.0,40.0,880121.3664963072
6.0,,3.0,Rural,1.0,96.0,507372.9259340448
3.0,3368.9896901160337,,Urban,2.0,42.0,885350.7854623802
5.0,927.552645465371,1.0,Rural,0.0,51.0,198464.7507736164
,4204.223738189867,3.0,Urban,1.0,16.0,939138.5100882509
5.0,1302.6766293829842,4.0,Rural,2.0,88.0,244991.549015014
3.0,3446.118866441067,3.0,Urban,3.0,,900893.5238835728
1.0,3312.631337383426,3.0,Suburban,2.0,23.0,617781.8097985049
4.0,927.7387048971176,1.0,Urban,0.0,60.0,225162.75448485
3.0,3759.428613544976,3.0,Suburban,2.0,25.0,865016.6210308175
4.0,898.5001290045863,3.0,Urban,0.0,,290461.0336544757
5.0,1072.3989320935232,,Suburban,2.0,,317500.28233613266
5.0,2561.0999525071643,2.0,Suburban,0.0,47.0,483021.1204028832
3.0,4410.052814932569,2.0,Rural,0.0,30.0,541828.7235272031
5.0,4837.200239670579,5.0,Urban,3.0,26.0,1318117.8057750682
3.0,2334.347860908451,3.0,Suburban,3.0,39.0,422593.04840878374
5.0,2788.606802514103,2.0,Suburban,2.0,5.0,704138.6182028842
6.0,,1.0,Suburban,3.0,64.0,985978.33394685
3.0,1513.5066602082038,5.0,Suburban,2.0,94.0,326856.19683369814
5.0,4503.434148579048,3.0,Urban,1.0,92.0,1016087.395048814
2.0,1704.2035948776838,5.0,,,84.0,287696.7556910969
3.0,1237.4646070121698,1.0,Urban,2.0,79.0,452070.0650807703
4.0,6797.315240634405,4.0,Suburban,2.0,32.0,1415003.9625781965
2.0,3845.407037344742,3.0,Suburban,1.0,93.0,662486.909539447
6.0,,2.0,Rural,0.0,35.0,591267.1568301516
1.0,1452.8990779946523,4.0,Rural,2.0,,207220.31810894815
3.0,4316.215060088473,5.0,Urban,2.0,76.0,1043237.3901525056
4.0,3742.94815377401,,Suburban,3.0,64.0,750527.5277617578
1.0,914.4286395480606,2.0,Suburban,2.0,62.0,284913.65224648075
2.0,1752.9773371269555,2.0,Suburban,3.0,29.0,341865.0954203876
4.0,2101.346416666451,4.0,Rural,0.0,94.0,274554.05687884835
4.0,4801.210176743385,3.0,Urban,,92.0,1127709.307134759
4.0,4946.295049937483,4.0,Suburban,0.0,86.0,911734.3378623304
,1453.5244869804908,1.0,Rural,2.0,59.0,104707.50937008888
4.0,2816.0762770464753,4.0,Urban,1.0,36.0,815258.3822689553
1.0,1462.806674097066,2.0,Suburban,2.0,85.0,277382.28358427243
4.0,4592.255864037783,4.0,Suburban,3.0,53.0,961512.8493717042
4.0,1931.5019912815376,3.0,Suburban,0.0,85.0,405019.86891691
3.0,4566.90907298814,2.0,Urban,3.0,73.0,1145273.802564101
1.0,3534.57040560561,3.0,Urban,1.0,11.0,941189.2240598488
1.0,4133.282136529781,1.0,Rural,1.0,43.0,521861.8517612333
2.0,1102.1168132576993,1.0,Rural,0.0,3.0,153700.72418908784
4.0,1302.1361010708872,,Urban,,39.0,438004.77254740486
2.0,4600.257283310356,3.0,Urban,1.0,2.0,1206485.05460821
5.0,4947.871952354344,1.0,Rural,1.0,45.0,551740.2735265126
3.0,1528.1903603964683,5.0,Suburban,2.0,26.0,418827.6786243837
3.0,3364.207929721193,3.0,Suburban,0.0,9.0,779700.7242016617
1.0,2133.249223306964,,Suburban,1.0,73.0,429430.7266495463
1.0,3604.9988178902454,5.0,Rural,0.0,12.0,459791.6652288378
1.0,3529.608977095392,5.0,Rural,3.0,30.0,443346.98430840834
5.0,653.8449467262118,3.0,Urban,3.0,98.0,187838.0361884875
3.0,,,Urban,,97.0,332532.0244976113
6.0,3156.046966179017,5.0,Suburban,0.0,94.0,639941.3170871453
4.0,4917.683041345137,,Suburban,0.0,14.0,1031748.440016648
5.0,1008.9941858445786,2.0,Rural,0.0,56.0,114161.9305671847
4.0,3795.8623916570086,1.0,Suburban,3.0,73.0,714851.6697314455
5.0,3119.647134100094,,Suburban,1.0,28.0,687179.4168410349
1.0,3832.817670024667,2.0,Rural,1.0,6.0,488711.4753688703
1.0,4449.411588428517,2.0,Rural,1.0,40.0,605268.1165426385
5.0,4220.360456118112,1.0,Rural,3.0,,596586.0563557175
1.0,2211.8886690475897,3.0,Suburban,0.0,80.0,401261.70907363814
6.0,2969.773955240264,1.0,Suburban,1.0,43.0,597910.6877600282
3.0,4599.809162453226,4.0,Urban,3.0,35.0,1229234.377501594
6.0,714.3856584642797,3.0,Urban,3.0,12.0,476811.716501046
2.0,3555.0397628502824,3.0,,1.0,25.0,465489.5293695765
2.0,843.732252461552,,Urban,1.0,92.0,205226.0816638756
4.0,3493.157874072824,2.0,Suburban,2.0,74.0,649555.1254003085
5.0,2840.857354631995,,Suburban,2.0,47.0,760099.6038370163
5.0,3821.3110550233273,3.0,Suburban,1.0,59.0,801496.6647835282
,2896.1653665174176,5.0,Rural,2.0,32.0,452843.7644029674
2.0,3679.854185604184,2.0,,1.0,13.0,942342.984705036
1.0,3840.566227576291,1.0,Urban,3.0,72.0,805012.4889679239
6.0,1783.806522607924,1.0,Suburban,3.0,73.0,414812.1394103377
5.0,3481.9903087670996,2.0,Urban,1.0,78.0,892295.4198218031
1.0,599.6366396268326,5.0,Rural,3.0,14.0,144513.5004302926
3.0,4121.389048953627,,Suburban,3.0,14.0,914753.8870228544
4.0,4013.293339404054,3.0,Rural,3.0,82.0,572756.8821541746
5.0,4688.632837924204,1.0,Rural,3.0,69.0,680343.4570992856
5.0,2051.5163903269117,2.0,Suburban,2.0,60.0,437772.09541808366
2.0,4220.774976703448,4.0,Suburban,3.0,12.0,833976.7999275532
5.0,4015.2669070411366,4.0,Suburban,1.0,58.0,879655.8249647369
1.0,859.8442746168588,5.0,Suburban,2.0,,230934.53466763455
6.0,1700.038384978899,1.0,Urban,0.0,88.0,451092.44483538374
3.0,2793.7591103826417,5.0,Rural,0.0,51.0,355611.33149794786
6.0,827.0189222450733,2.0,Urban,0.0,,343254.3673616961
4.0,3915.81022666269,5.0,Urban,3.0,37.0,1110564.0836969155
5.0,7031.479691979678,4.0,Rural,3.0,96.0,1308181.297823974
6.0,2433.238664595635,3.0,Rural,2.0,32.0,347998.70607750467
1.0,1894.999717273052,1.0,Urban,1.0,,448426.2283729863
6.0,1834.2040157749184,3.0,Urban,2.0,69.0,629455.9789367698
6.0,1721.473599353901,1.0,Suburban,,86.0,301021.95343550015
3.0,3755.321445255288,2.0,Urban,2.0,78.0,847463.3032168159
2.0,1415.4641381124104,5.0,Rural,,46.0,243142.62931329143
2.0,,5.0,Urban,1.0,36.0,377867.060590317
3.0,879.7657124504406,5.0,Urban,3.0,35.0,381558.73634516745
5.0,4447.677932717807,3.0,Rural,2.0,79.0,552659.9375541981
1.0,1317.7548195267043,4.0,Suburban,,35.0,311652.91365360643
3.0,4137.239478001719,2.0,Urban,2.0,2.0,1092361.268055
6.0,1523.1078504324446,3.0,Rural,2.0,96.0,234753.57322224733
1.0,2525.555125318695,4.0,Urban,1.0,92.0,624929.2299705195
5.0,,3.0,Urban,0.0,85.0,868934.5893201419
3.0,2139.594072927044,1.0,Urban,2.0,18.0,587547.3003332409
2.0,1994.447144269114,1.0,Suburban,0.0,,403901.8245446368
3.0,3176.614466050053,4.0,Rural,2.0,61.0,376291.5673832685
4.0,2955.5909982296303,2.0,Suburban,0.0,48.0,620784.5749396998
,866.8692029859201,4.0,Rural,1.0,16.0,287935.9430833572
1.0,1435.8036168022547,1.0,Suburban,1.0,29.0,364860.2067615614
4.0,1257.9997331422385,1.0,Rural,1.0,,115231.5274475179
3.0,3639.517823840338,1.0,Suburban,2.0,,678030.1424478324
5.0,3110.996834532632,2.0,Urban,1.0,53.0,805764.7866164966
1.0,1137.9847708719583,4.0,Urban,1.0,59.0,302291.24184482935
,3294.0886559796863,1.0,Rural,0.0,55.0,344977.5306201045
,3052.268509637235,5.0,Rural,2.0,14.0,419651.9271143701
3.0,2624.271953886492,4.0,Suburban,2.0,76.0,601779.5094974214
4.0,3344.069687091883,2.0,Suburban,2.0,10.0,784384.1264486527
2.0,1166.8006770347547,1.0,Rural,1.0,70.0,79822.16098789088
3.0,3826.826308241479,,Suburban,0.0,30.0,813417.8415366048
4.0,3428.458464014363,4.0,Rural,3.0,47.0,473252.2872410757
6.0,2888.3180987907613,2.0,Rural,2.0,59.0,458760.7826140308
3.0,3097.333565202867,3.0,Urban,0.0,6.0,872950.90518196
3.0,2897.041490426998,4.0,Rural,3.0,17.0,411375.0051492841
5.0,4566.012995446386,3.0,Suburban,0.0,90.0,879541.6021454298
3.0,1178.042484694448,2.0,Rural,1.0,68.0,219328.9185913069
4.0,,4.0,Rural,1.0,60.0,180812.52194468345
2.0,3172.1111636432697,1.0,Suburban,2.0,8.0,702753.9766234232
1.0,4196.44396239167,3.0,Suburban,3.0,92.0,862848.7924904226
4.0,3798.7303543699704,1.0,Urban,1.0,7.0,903109.8784010524
3.0,3097.2775247939753,5.0,Rural,1.0,9.0,439242.702487026
1.0,2068.5815025888674,2.0,Suburban,1.0,8.0,398070.5671320822
1.0,3277.6205938192657,1.0,Rural,3.0,2.0,413697.5383079875
3.0,2948.0746063223824,2.0,Rural,3.0,98.0,329655.3856052876
,2180.793573672744,2.0,Urban,2.0,94.0,539622.713814778
6.0,4062.6499480400826,2.0,Urban,3.0,23.0,1147994.1197749942
1.0,7319.690027727971,5.0,Rural,2.0,44.0,1160856.692960674
5.0,849.3834919495157,4.0,Urban,0.0,43.0,366011.4184572549
3.0,1216.8680927854114,3.0,Urban,1.0,55.0,369651.5316842101
6.0,2031.668358375932,1.0,Urban,,13.0,583028.2896765191
3.0,7319.690027727971,4.0,Urban,2.0,94.0,1415003.9625781965
,,5.0,Urban,2.0,,725482.8851405605
5.0,820.7612152482376,4.0,Suburban,1.0,82.0,295995.28406534233
2.0,3267.4020815350955,1.0,Urban,2.0,1.0,808365.2673725663
3.0,1092.6204731241733,2.0,Suburban,1.0,34.0,325589.2611531223
5.0,4531.165688173469,5.0,Rural,0.0,15.0,649559.541070447
3.0,2170.227266535838,2.0,Rural,1.0,9.0,293482.58963421604
4.0,4052.44487387836,3.0,Rural,3.0,50.0,514677.01138187427
2.0,4369.207259260742,1.0,Rural,2.0,54.0,576584.8450804673
5.0,4423.247505379045,2.0,Suburban,1.0,2.0,942130.0409331552
2.0,4272.1941179556725,3.0,Urban,0.0,69.0,993567.9401688837
2.0,975.6206595782334,3.0,Suburban,3.0,26.0,290252.86952899164
2.0,,1.0,Suburban,2.0,18.0,119142.8292426629
5.0,1185.4750354820546,3.0,Suburban,1.0,82.0,318301.1418980141
3.0,,1.0,Rural,0.0,45.0,552345.2072173152
4.0,3370.9334260698392,2.0,,1.0,66.0,642645.0302487544
5.0,2928.002992229773,5.0,Rural,0.0,99.0,373412.2178643736
1.0,3521.411012887765,1.0,Urban,0.0,21.0,747545.4125472549
3.0,,4.0,Rural,3.0,93.0,87623.5560736343
1.0,1059.7227405859594,5.0,Suburban,2.0,5.0,316891.4930567539
3.0,4198.669861729683,5.0,Rural,2.0,65.0,643442.3517062783
3.0,,1.0,Rural,1.0,75.0,50000.0
2.0,1642.8869355741112,1.0,Suburban,2.0,88.0,339580.9714661293
,4830.395913445029,4.0,Urban,0.0,6.0,1200533.9478767917
3.0,4129.652040468246,1.0,Urban,3.0,63.0,969310.7821393956
2.0,3862.4881448391698,3.0,Rural,0.0,73.0,503555.353333376
1.0,3340.2679068051784,5.0,,0.0,67.0,491508.4719429347
1.0,1008.1923920870508,2.0,Rural,,97.0,81852.66208556714
1.0,590.1186016662101,5.0,Rural,1.0,59.0,160116.68427761656
4.0,1918.3528449381151,3.0,Suburban,1.0,39.0,382655.9577535369
2.0,1419.9825827729608,2.0,Urban,2.0,91.0,209894.46612754423
1.0,3119.6670340098754,3.0,Suburban,2.0,95.0,576943.412357136
,1120.2030462165594,1.0,Urban,3.0,29.0,514510.0504393008
2.0,,1.0,Suburban,0.0,16.0,764664.0830194689
5.0,2841.3345961339433,4.0,Urban,0.0,86.0,712316.6332425096
5.0,2127.696146868113,1.0,Suburban,1.0,23.0,553170.5049919537
2.0,2947.125775398068,2.0,Rural,1.0,51.0,378949.889105482
5.0,511.62806680242073,3.0,Suburban,3.0,2.0,326566.98725475714
2.0,4410.249135256153,4.0,Suburban,1.0,85.0,856079.3345103192
1.0,949.4006951128018,4.0,Suburban,3.0,98.0,317125.5822175838
5.0,969.8185838663665,3.0,Rural,2.0,15.0,240943.96649453143
2.0,1556.03317217698,5.0,Suburban,0.0,31.0,337686.9785380525
6.0,3954.7574963005113,5.0,Rural,1.0,56.0,608632.2606353157
3.0,4970.0162181138285,,Suburban,3.0,60.0,948154.9567588308
1.0,3010.1595147998146,3.0,Rural,1.0,8.0,486640.61775392113
1.0,4203.313007996688,4.0,Suburban,,2.0,946183.7105504802
1.0,4336.510018556991,,Suburban,2.0,65.0,886850.9150583424
4.0,4388.97279953376,3.0,Suburban,3.0,16.0,984671.9848362508
5.0,3596.199997262062,4.0,Urban,1.0,73.0,1012320.1418730412
2.0,904.154694272483,,Suburban,1.0,38.0,323196.19614976575
2.0,3204.9621303094773,3.0,Suburban,1.0,38.0,755773.4622578246
4.0,,4.0,Rural,0.0,92.0,365615.1098785547
5.0,4219.196405880931,1.0,Suburban,2.0,11.0,915048.148136882
4.0,1774.871430912188,4.0,Urban,2.0,43.0,633788.2441565244
4.0,2485.5067114489693,,Suburban,1.0,,589472.5596804197
5.0,1911.7746103734323,5.0,Suburban,1.0,72.0,468718.5284842341
5.0,3941.236136643257,5.0,Suburban,3.0,56.0,893311.9212811525
2.0,3209.5264340965077,1.0,Urban,1.0,16.0,795755.0287798344
3.0,2759.691244828941,5.0,Rural,2.0,9.0,521355.47162933846
3.0,1273.3181659719253,4.0,Urban,0.0,16.0,477187.7600366384
2.0,1450.006120247613,5.0,Urban,2.0,86.0,353305.05293267634
6.0,2221.6114560678593,5.0,Suburban,0.0,58.0,564817.347679266
6.0,3931.683776123789,2.0,Suburban,2.0,31.0,941799.8300941978
4.0,4010.958785435461,2.0,,1.0,3.0,853168.238027587
6.0,1126.3911107788842,1.0,Suburban,1.0,89.0,275082.67636718234
2.0,2116.628365623105,4.0,Suburban,1.0,51.0,460719.5642981828
1.0,2812.9814051392623,2.0,Suburban,,80.0,527017.4658036513
5.0,3364.4239103900945,1.0,Rural,0.0,6.0,463912.05229745863
2.0,1671.6510148230625,3.0,Rural,2.0,71.0,486092.7616834885
6.0,1721.7443938184051,2.0,Suburban,1.0,14.0,462162.407228368
5.0,3481.7957555374414,4.0,Urban,2.0,26.0,984040.97429162
2.0,4960.068943195866,4.0,Rural,0.0,28.0,676020.8350896542
3.0,3896.7701897338143,,Suburban,2.0,48.0,868138.0579807067
1.0,2952.974877173149,5.0,Suburban,3.0,58.0,566450.98847075
5.0,1050.6954079633008,3.0,Suburban,1.0,66.0,348903.452064564
3.0,593.8751268119214,5.0,Urban,1.0,28.0,263012.458261101
,1953.5503927379625,5.0,Suburban,1.0,85.0,397642.74752416497
6.0,4333.285565932764,3.0,Suburban,1.0,94.0,845300.9672249007
3.0,4740.741585960049,1.0,Rural,3.0,,635083.8937769249
4.0,2806.7684234261233,2.0,Rural,0.0,75.0,343752.26998048916
1.0,1192.131610887235,5.0,Urban,0.0,17.0,554098.7584037601
3.0,3110.5050336296063,3.0,Rural,1.0,57.0,541721.6901591485
1.0,3746.3993029792928,1.0,Suburban,1.0,71.0,548845.4393387213
6.0,,3.0,Urban,3.0,48.0,891620.3253195164
2.0,1650.4024901417254,5.0,Suburban,3.0,3.0,483522.32640981174
1.0,,5.0,Suburban,0.0,16.0,343168.7315147618
4.0,1721.9617133505906,5.0,Suburban,3.0,71.0,410106.8064976795
5.0,3895.795497193663,4.0,Suburban,2.0,69.0,778183.8844083012
4.0,4093.669725722381,5.0,Rural,1.0,24.0,634873.5659102416
,2363.6760094770207,4.0,Rural,0.0,62.0,308927.0311916008
5.0,4070.2730643740647,5.0,Suburban,1.0,4.0,877652.8742336438
2.0,2520.881352549261,3.0,Rural,0.0,86.0,296047.83758310706
6.0,2829.183355919849,3.0,Urban,1.0,62.0,778230.360189108
5.0,718.9594864777099,2.0,Suburban,1.0,52.0,203168.5881190399
4.0,3541.920240138599,4.0,Rural,0.0,88.0,467224.4505425215
3.0,3409.7266104028704,2.0,Rural,0.0,88.0,357465.5846669604
6.0,4908.410217652476,4.0,Suburban,1.0,35.0,1053879.980694782
5.0,1512.0059756716062,,Rural,3.0,77.0,370834.3163320618
5.0,1494.785171541778,1.0,Suburban,1.0,85.0,328868.45137147506
4.0,3688.203638717588,1.0,Suburban,2.0,52.0,752326.5272484573
5.0,4434.1811177460695,2.0,Urban,2.0,,1220788.4014459562
4.0,3567.8688984057253,1.0,Urban,0.0,57.0,827032.0133600908
6.0,2827.5772177144936,4.0,Urban,3.0,52.0,880962.6411290288
3.0,4365.305084392833,5.0,Urban,2.0,67.0,1115910.313416829
4.0,4360.938142652176,4.0,Urban,0.0,30.0,1132104.793250044
5.0,4732.018275812777,5.0,Suburban,1.0,15.0,1058758.5524861217
2.0,732.6357675868713,5.0,,1.0,36.0,260790.28157386108
,531.6314171612862,3.0,Suburban,3.0,93.0,179484.0356988125
4.0,3277.2010252804107,2.0,Urban,3.0,32.0,963893.26775691
4.0,1852.2022352019455,5.0,Urban,2.0,77.0,534122.2301514121
4.0,4697.288332143146,,Urban,1.0,41.0,1194702.6104570096
4.0,2235.2608078954163,3.0,Suburban,1.0,59.0,588304.3760266234
6.0,3194.8043003574753,1.0,Rural,2.0,86.0,458867.7203765878
,,2.0,,3.0,96.0,50000.0
5.0,4718.2029717394435,4.0,Suburban,1.0,55.0,914951.6247360656
3.0,2895.102449718346,4.0,Rural,0.0,43.0,535508.6814287992
5.0,3992.000931659433,2.0,Rural,0.0,64.0,591936.6952761092
4.0,2184.335452129067,1.0,Suburban,1.0,15.0,514017.9213163215
1.0,4683.226448398951,3.0,Suburban,3.0,78.0,928380.1293249178
2.0,2322.593595861447,5.0,Rural,1.0,14.0,363084.020774223
2.0,3583.8410725214303,5.0,Urban,1.0,55.0,909407.0399689048
2.0,2489.109682022859,4.0,Urban,2.0,52.0,616533.461358729
5.0,2808.060872662389,4.0,Suburban,1.0,71.0,599967.0198504777
2.0,2894.097555429133,4.0,Suburban,2.0,98.0,537951.2087982497
6.0,1607.3134645909922,4.0,Rural,2.0,56.0,276535.29560355964
6.0,3501.371826459083,3.0,Suburban,3.0,18.0,797706.9382504431
3.0,1684.9210268894003,2.0,Rural,2.0,41.0,239309.1177581007
5.0,1029.3979467169634,4.0,Suburban,1.0,46.0,307641.70969889703
6.0,4079.796672633814,2.0,Urban,2.0,80.0,1073407.498259311
2.0,2105.2942386800073,3.0,Suburban,2.0,74.0,416034.51715576096
6.0,2702.194020368016,1.0,Rural,0.0,20.0,382041.2623398528
5.0,2820.4673263540403,,Rural,1.0,49.0,398002.8293180558
5.0,1711.9908423591128,5.0,Urban,1.0,90.0,566196.3760975614
5.0,2519.661405859727,3.0,Rural,1.0,20.0,454236.7463757383
4.0,1780.5303579330389,5.0,Rural,3.0,0.0,433572.1030092498
5.0,2968.248747431646,1.0,Urban,2.0,89.0,713546.537574809
3.0,1558.5601316089317,4.0,Suburban,0.0,67.0,274022.35951841646
2.0,4368.043542411256,5.0,Rural,0.0,13.0,607916.7737554148
3.0,3765.724084489771,3.0,Rural,0.0,9.0,556926.345434155
6.0,808.2743298214081,3.0,Rural,2.0,98.0,87943.45672492593
6.0,3717.6742348280777,5.0,Suburban,0.0,56.0,807718.4253085337
5.0,964.8903070580704,5.0,Suburban,3.0,79.0,266048.00807544996
2.0,4041.3656071294986,2.0,Urban,2.0,64.0,1034823.3523469956
1.0,1350.6778612738926,1.0,Suburban,3.0,70.0,286014.3932620172
1.0,3586.8548119234283,1.0,Suburban,3.0,80.0,595822.6805136206
4.0,,3.0,Urban,2.0,10.0,682630.1891443235
6.0,3145.4796699967414,5.0,Suburban,0.0,6.0,751116.0543336389
1.0,,3.0,Suburban,2.0,14.0,753465.955162637
1.0,1877.6180339581697,4.0,Suburban,0.0,33.0,366413.05435951
2.0,2431.321670283606,4.0,Urban,0.0,17.0,747544.9761095262
6.0,3036.46986962943,2.0,Rural,0.0,44.0,382934.09530889464
4.0,4031.878203314961,1.0,Urban,2.0,41.0,1006345.7265774396
1.0,572.2783924145276,4.0,Urban,0.0,30.0,141092.55237851775
3.0,4092.5488470094774,3.0,Urban,2.0,70.0,1089608.180217871
4.0,3539.3909339619013,3.0,Suburban,1.0,28.0,684698.0445648007
1.0,3039.984908054971,1.0,Suburban,3.0,38.0,580751.3163974158
